lat,lng
34.6876621,-77.1191166
30.3321838,-81.655651
40.2663107,-76.8861122
41.3334542,-80.3014412
39.952335,-75.163789
41.6850604,-79.4031034
32.9960965,-80.20216331
35.1136838,-85.1380092
29.8152236,-94.9176032
36.208065,-86.2905052
40.6501038,-73.9495823
34.0501713,-118.2419714
29.8152236,-94.9176032
33.4348484,-86.81790269
37.838553,-122.3028288
34.1083449,-117.2897652
37.9650335,-122.3469671
38.367814,-122.7659802
38.8338816,-104.8213634
41.1670412,-73.2048348
41.3542395,-72.164816
32.8406946,-83.6324022
40.1053196,-85.6802541
37.3328559,-84.6716111
35.4579333,-79.0529768
35.780987,-78.3697213
39.7589478,-84.1916069
35.4707419,-97.5198806
40.4870748,-78.3682329
40.4870748,-78.3682329
40.4729398,-79.8176723
33.1960027,-80.0131374
29.8152236,-94.9176032
46.9970635,-120.5451223
38.4192496,-82.445154
33.3033665,-93.21708237
41.2208575,-98.51621127
41.8756208,-87.6243706
29.9499323,-90.0701156
34.0501713,-118.2419714
34.0501713,-118.2419714
33.7040028,-90.7264849
32.2217429,-110.926479
33.7774658,-118.1884871
37.8043808,-122.2708166
38.5815719,-121.4943996
38.8951148,-77.0363716
27.937801,-82.2859247
30.3321838,-81.655651
25.7742658,-80.1936589
47.2371658,-93.5302142
26.7153425,-80.0533746
41.8756208,-87.6243706
41.8756208,-87.6243706
41.8756208,-87.6243706
42.4927641,-92.3429631
39.1078505,-94.7343196
30.4507462,-91.154551
43.4200387,-83.9490365
32.4104055,-90.16209361
35.3568086,-80.4277412
36.1949274,-86.7417714
41.4871888,-81.6778691
36.3969501,-97.8791067
35.9450505,-97.2553142
39.952335,-75.163789
46.1427302,-122.955641
47.2495798,-122.4398746
33.3881705,-86.89975258
30.6943566,-88.0430541
33.295215,-111.7379388
37.8043808,-122.2708166
33.8722371,-117.8703363
34.0270245,-118.0550089
41.765599,-72.69058563
38.8951148,-77.0363716
27.9658533,-82.8001026
26.4614625,-80.0728201
26.4614625,-80.0728201
41.8756208,-87.6243706
37.9747645,-87.5558483
39.1078505,-94.7343196
38.2000701,-85.8227413
39.4018565,-76.6023686
44.9772995,-93.2654692
39.0844687,-94.5630298
38.6272733,-90.1978889
34.4968311,-79.114202
40.8501002,-73.8662464
41.7065779,-73.9284101
42.8673813,-73.62936804
42.8673813,-73.62936804
41.0814447,-81.5190053
45.9173549,-119.3425179
32.7801052,-96.8000082
32.7801052,-96.8000082
29.974286,-95.52667596
33.5778631,-101.8551665
39.6841305,-110.8546053
38.4440835,-78.8719367
29.9499323,-90.0701156
42.3486635,-83.0567375
33.9472359,-118.0853451
26.1985485,-98.3102862
39.952335,-75.163789
39.7589478,-84.1916069
38.8951148,-77.0363716
39.7459468,-75.546589
30.3321838,-81.655651
30.3137945,-89.23792146
31.5785074,-84.155741
33.7490987,-84.3901849
33.7490987,-84.3901849
33.7490987,-84.3901849
38.2542376,-85.759407
29.9499323,-90.0701156
30.512699,-93.2323813
39.2909295,-76.6097684
31.3271189,-89.2903392
36.145204,-115.1611806
40.735657,-74.1723667
36.8220629,-107.9928992
43.2122851,-77.4299939
43.2122851,-77.4299939
34.1487804,-78.8766916
41.6786754,-83.5127283
36.219525,-96.03404332
39.952335,-75.163789
39.952335,-75.163789
40.4416941,-79.9900861
39.952335,-75.163789
34.2998762,-79.8761741
33.0801429,-83.2320991
35.1490215,-90.0516285
29.7076452,-95.46006694
29.974286,-95.52667596
31.8457149,-102.367687
39.0834398,-78.2180567
47.5990002,-122.1563996
43.0494122,-88.0079271
32.0376629,-93.7001819
34.0811213,-118.1778495
39.7683795,-86.1580447
31.6832271,-92.1337448
33.8394267,-118.2470316
29.7076452,-95.46006694
29.9519265,-95.54091698
34.6673132,-86.9769524
61.2207463,-149.6218062
33.361168,-112.1213022
34.0501713,-118.2419714
37.8043808,-122.2708166
34.18455365,-118.1735599
38.2014515,-104.5798871
41.525031,-88.0817252
39.1626298,-76.6250756
39.6578773,-77.1744279
42.3604823,-71.0595678
42.9633599,-85.6680863
42.6389216,-83.2910468
45.7874957,-108.49607
35.3278207,-105.7201939
35.3278207,-105.7201939
42.0986867,-75.9179738
34.1487804,-78.8766916
39.1014537,-84.5124602
40.8125881,-76.1416034
40.121497,-75.3399048
33.8360035,-79.0478143
42.7794417,-96.9292104
35.1490215,-90.0516285
35.2072185,-101.8338246
44.0792316,-72.0584234
37.3492525,-82.93784858
40.8584328,-74.1637553
36.2742207,-87.0641699
38.457697,-91.05245379
29.5957696,-90.7195348
30.421309,-87.2169149
41.8756208,-87.6243706
26.0572981,-80.2074402
27.4288232,-80.34139261
25.98453385,-80.17639416
41.8756208,-87.6243706
35.2626635,-77.5816353
40.518681,-78.394736
30.5056054,-97.6717672
38.029306,-78.4766781
47.6588603,-117.4247134
30.3321838,-81.655651
31.7164755,-96.17288478
38.8853963,-76.9159441
32.343799,-86.27316602
34.7554325,-92.15977738
38.5815719,-121.4943996
37.9577016,-121.2907796
42.3486635,-83.0567375
37.894375,-122.0364388
39.60959,-104.929576
38.8951148,-77.0363716
30.3321838,-81.655651
26.16839695,-80.20472221
33.4709714,-81.9748429
41.8756208,-87.6243706
36.8934427,-83.8545725
29.9499323,-90.0701156
29.9499323,-90.0701156
38.5767026,-92.1735165
38.6272733,-90.1978889
42.9956397,-71.4547891
40.735657,-74.1723667
42.8864468,-78.8783689
35.521549,-108.7512163
35.5156056,-98.9673069
35.4707419,-97.5198806
39.952335,-75.163789
33.6955167,-78.8817622
33.4282228,-80.0292462
35.1490215,-90.0516285
32.4838865,-99.71564957
32.7801052,-96.8000082
29.8152236,-94.9176032
29.4200763,-98.5721016
39.0016194,-77.4032011
36.7956695,-76.05105148
47.8208311,-121.5538914
39.952335,-75.163789
29.561618,-98.2269553
39.34801765,-104.9170867
64.829002,-147.6699167
33.9140135,-118.3440556
33.4359181,-112.3405052
33.5766205,-112.2398262
33.921961,-117.2001073
37.8043808,-122.2708166
37.8043808,-122.2708166
26.640628,-81.8723084
25.7742658,-80.1936589
28.5421175,-81.3790462
33.79274945,-84.22015372
34.2435175,-83.82786602
30.3029721,-90.9720451
39.2909295,-76.6097684
42.3604823,-71.0595678
39.8025,-75.0447222
35.9940329,-78.898619
35.9798734,-78.5097228
34.2257282,-77.9447107
39.3995067,-84.5613428
39.952335,-75.163789
36.1949274,-86.7417714
32.693397,-97.47067092
33.6751155,-95.55026625
26.2283965,-98.36749677
44.6356063,-72.6803979
39.4562099,-77.9638869
43.0349931,-87.922497
36.88707915,-121.7854002
35.3857623,-94.3986725
37.501842,-120.845998
38.8951148,-77.0363716
33.2503435,-93.593386
26.9248374,-80.08707374
26.4614625,-80.0728201
19.7067972,-155.0813821
41.5910641,-93.6037149
37.6922361,-97.3375448
38.2542376,-85.759407
38.2542376,-85.759407
32.5093109,-92.1193012
43.4925843,-70.4533844
42.0834335,-71.0183787
42.0834335,-71.0183787
42.39528,-85.23222
42.3316454,-83.0466755
42.9633599,-85.6680863
46.8795445,-113.9214345
39.52927,-119.8136744
40.7281575,-74.0776417
40.7498243,-73.7976337
34.148149,-96.3622146
35.4358996,-97.0914163
39.952335,-75.163789
40.3364587,-75.9288612
40.2403764,-76.5372625
39.9949864,-76.675922
40.4172913,-79.2228123
32.939636,-80.09821022
33.8071004,-80.6372094
28.40995,-97.74800068
32.7801052,-96.8000082
33.0265105,-96.8635139
32.912624,-96.6388833
29.974286,-95.52667596
37.7196754,-76.8794158
37.7196754,-76.8794158
38.8576128,-76.8894171
37.541239,-77.4420183
47.6588603,-117.4247134
45.4630231,-91.1040358
43.0349931,-87.922497
30.2718065,-97.80359592
29.240728,-82.02275745
34.585428,-118.1243215
34.0501713,-118.2419714
26.2228516,-97.5058182
33.3596803,-93.7098502
57.073204,-135.3096556
32.2217429,-110.926479
33.1216751,-117.0814849
37.731528,-121.731063
34.0501713,-118.2419714
38.8951148,-77.0363716
26.4614625,-80.0728201
30.3321838,-81.655651
33.952602,-84.5499327
33.8839926,-84.5143761
41.8756208,-87.6243706
41.8756208,-87.6243706
41.8756208,-87.6243706
39.1211656,-85.1313464
38.2009055,-84.8732836
29.9499323,-90.0701156
29.9499323,-90.0701156
39.1626298,-76.6250756
39.0950048,-94.4455076
43.0171773,-83.7236024
39.0950048,-94.4455076
31.3271189,-89.2903392
39.0844687,-94.5630298
39.0844687,-94.5630298
40.7768326,-96.7111039
34.4047987,-103.2052272
34.7540524,-77.4302415
34.9923888,-78.183049
36.3984804,-78.1552706
34.6173803,-79.6847814
26.2773795,-98.28839275
29.8152236,-94.9176032
30.87819,-96.59564691
29.974286,-95.52667596
30.1791039,-95.1623323
32.343799,-86.27316602
33.361168,-112.1213022
36.3076935,-94.08133943
37.0092712,-121.589923
38.5815719,-121.4943996
38.5815719,-121.4943996
34.1083449,-117.2897652
37.3438502,-121.8831349
40.1164205,-88.2433829
40.1164205,-88.2433829
39.7989763,-89.6443688
39.2909295,-76.6097684
39.6065545,-75.81580023
39.0844687,-94.5630298
37.2153307,-93.2982521
41.2587317,-95.9378732
40.735657,-74.1723667
40.735657,-74.1723667
36.1225247,-105.7832504
43.0481221,-76.1474244
39.9622601,-83.0007065
41.6786754,-83.5127283
45.8404101,-119.2894605
34.6173803,-79.6847814
32.7632321,-80.2500986
39.7683795,-86.1580447
29.974286,-95.52667596
29.974286,-95.52667596
31.1171194,-97.7277959
44.9969898,-72.6712423
37.541239,-77.4420183
47.6588603,-117.4247134
33.2762256,-87.0671165
29.9499323,-90.0701156
32.330625,-95.30742082
30.0665907,-90.4800848
29.9499323,-90.0701156
34.0536781,-118.2427025
40.8501002,-73.8662464
34.1043459,-118.2914281
45.4646985,-98.4864829
37.9774476,-122.2949894
34.0536781,-118.2427025
36.942141,-120.1714521
34.1083449,-117.2897652
39.7391536,-104.9847034
38.2014515,-104.5798871
26.1223084,-80.1433786
29.0279842,-81.0754657
33.6005783,-81.6035062
33.7490987,-84.3901849
33.4709714,-81.9748429
32.4609764,-84.9877094
41.8756208,-87.6243706
39.7989763,-89.6443688
39.7683795,-86.1580447
29.9499323,-90.0701156
43.3945266,-70.8508932
43.0171773,-83.7236024
42.7337712,-84.5553805
41.8756208,-87.6243706
41.2587317,-95.9378732
40.2170575,-74.7429463
36.7304288,-108.2089191
35.3314525,-80.93985542
35.650711,-78.4563914
35.9940329,-78.898619
36.2946008,-76.2510461
35.0529931,-78.8787058
41.4871888,-81.6778691
39.7589478,-84.1916069
41.452819,-82.1823746
41.2375569,-80.8184166
39.952335,-75.163789
39.952335,-75.163789
39.952335,-75.163789
40.4416941,-79.9900861
40.3364587,-75.9288612
34.0872775,-80.98114974
44.7080379,-100.059845
36.0744719,-87.3385654
33.036426,-97.11653707
26.1822255,-98.11502875
27.823713,-97.41739794
32.693397,-97.47067092
29.974286,-95.52667596
29.974286,-95.52667596
33.09461,-97.05772077
32.433278,-97.759011
26.2283965,-98.36749677
36.7282096,-76.5835703
46.2468856,-91.7985218
43.0622536,-88.3123889
34.0536781,-118.2427025
41.3606496,-74.6165503
40.502371,-121.8733185
25.9420978,-80.23975396
39.7683795,-86.1580447
36.7445815,-80.74194205
36.7958866,-89.9578688
42.3486635,-83.0567375
30.1765914,-85.8054879
38.6272733,-90.1978889
33.361168,-112.1213022
38.6931659,-121.2936481
34.0536781,-118.2427025
34.1083449,-117.2897652
30.4380832,-84.2809332
29.0279842,-81.0754657
33.7490987,-84.3901849
33.8126059,-84.6343783
41.8756208,-87.6243706
41.8756208,-87.6243706
37.6922361,-97.3375448
36.145204,-115.1611806
40.9167654,-74.171811
35.612661,-77.3663538
39.952335,-75.163789
35.1490215,-90.0516285
29.8152236,-94.9176032
38.4192496,-82.445154
29.956068,-81.82462858
29.956068,-81.82462858
44.1634663,-93.9993505
29.7104586,-98.1460417
33.036426,-97.11653707
27.4989278,-82.5748194
40.1623168,-76.3069013
43.0171773,-83.7236024
42.3486635,-83.0567375
34.210538,-92.01652905
37.636724,-120.9014852
34.0480643,-118.5264706
38.5676485,-121.2232493
32.7469869,-117.21177
32.7469869,-117.21177
32.7469869,-117.21177
40.0149856,-105.2705456
34.0536781,-118.2427025
27.937801,-82.2859247
27.937801,-82.2859247
34.1106692,-82.6953123
47.7660161,-116.7865815
37.6922361,-97.3375448
34.3698266,-83.235155
38.3662114,-75.6008881
42.3316454,-83.0466755
39.0844687,-94.5630298
38.6272733,-90.1978889
40.6501038,-73.9495823
40.8501002,-73.8662464
35.512678,-97.64303937
36.5092119,-86.8849984
38.6272733,-90.1978889
40.3267407,-78.9219698
39.9356016,-91.4098727
38.8243655,-104.5602288
36.1190265,-80.3194962
46.7729322,-92.1251218
42.2411344,-88.3161965
34.0536781,-118.2427025
34.762807,-86.68402737
38.6931659,-121.2936481
37.018838,-119.3992957
26.3586885,-80.0830984
26.640628,-81.8723084
30.3321838,-81.655651
25.7889689,-80.2264393
29.1700175,-82.13916387
38.8114364,-89.953157
39.4842821,-88.3773279
42.3316454,-83.0466755
42.3316454,-83.0466755
29.1871986,-82.1400923
44.9772995,-93.2654692
39.2038918,-94.554677
40.735657,-74.1723667
40.7902778,-73.9597222
35.7803888,-78.6390587
38.8338816,-104.8213634
41.4871888,-81.6778691
35.7478769,-95.3696909
36.219525,-96.03404332
30.8937963,-89.8295203
40.1444301,-79.582819
40.3831486,-75.9388201
39.952335,-75.163789
39.962398,-76.727392
31.1171194,-97.7277959
40.7606467,-111.89109
37.0298687,-76.3452218
32.343799,-86.27316602
30.9913064,-83.3726575
40.7323235,-74.2348684
35.9584625,-83.9520189
42.8694731,-85.6447492
36.221169,-115.2329923
33.857328,-84.0199108
33.6217865,-86.70092917
38.9092138,-90.0406608
29.5857815,-95.24028932
36.5845085,-121.866819
33.361168,-112.1213022
33.6305938,-112.333216
36.2239566,-91.6084751
32.7469869,-117.21177
38.92880455,-119.9878315
34.240837,-118.6369332
39.565936,-104.7443713
38.5980535,-75.55826674
30.3321838,-81.655651
41.8756208,-87.6243706
41.8756208,-87.6243706
38.0464066,-84.4970393
30.4507462,-91.154551
39.2846027,-76.62047203
43.0978095,-85.228906
42.240872,-83.2696509
36.1988597,-115.1175031
40.7498243,-73.7976337
35.6009498,-82.5540161
35.8243208,-78.3146199
41.4871888,-81.6778691
39.9622601,-83.0007065
42.4073334,-124.421774
44.9391565,-123.033121
34.6865321,-82.9527288
34.6865321,-82.9527288
36.1949274,-86.7417714
36.9787588,-76.428003
47.481545,-122.1898114
36.8656009,-87.4886186
28.0331886,-80.6429695
36.8656009,-87.4886186
45.7874957,-108.49607
37.58788275,-122.3627417
34.0536781,-118.2427025
42.8945294,-71.6742394
39.9622601,-83.0007065
34.3064967,-82.663743
38.89575015,-121.0716327
38.851018,-119.9339696
37.3438502,-121.8831349
41.8814197,-87.883117
41.8756208,-87.6243706
41.8756208,-87.6243706
30.056035,-90.6192554
29.9499323,-90.0701156
42.6618842,-83.3804439
44.9504037,-93.1015026
40.6501038,-73.9495823
40.7498243,-73.7976337
35.3314525,-80.93985542
41.0814447,-81.5190053
35.7803888,-78.6390587
36.219525,-96.03404332
36.1949274,-86.7417714
36.1949274,-86.7417714
36.1949274,-86.7417714
30.488816,-96.4644102
44.2611337,-88.4067604
36.219525,-96.03404332
45.5202471,-122.6741949
44.0805434,-103.2310149
34.74726795,-86.70866752
37.2148597,-79.9839263
37.0779278,-77.586655
36.7322115,-119.6997096
41.0647645,-86.2158331
43.0349931,-87.922497
42.866632,-106.313081
36.6942252,-91.3993039
32.5767335,-97.35852314
32.5221828,-93.7651944
40.6501038,-73.9495823
40.735657,-74.1723667
37.7525922,-83.0687816
35.393858,-81.912914
26.640628,-81.8723084
37.8017879,-80.4456303
33.361168,-112.1213022
37.8043808,-122.2708166
36.6604725,-121.6844268
36.6604725,-121.6844268
40.0149856,-105.2705456
30.3321838,-81.655651
32.598302,-96.77512111
27.8211366,-82.6792661
25.8317637,-80.2167149
41.8756208,-87.6243706
41.8756208,-87.6243706
42.8625783,-73.3281661
30.2751945,-89.7811745
39.6048327,-76.1152289
42.3604823,-71.0595678
40.8501002,-73.8662464
35.3314525,-80.93985542
36.0726355,-79.7919754
36.0726355,-79.7919754
34.9682097,-80.0767266
34.0014863,-86.1271972
34.579452,-117.3364734
34.0501713,-118.2419714
36.942141,-120.1714521
41.549491,-72.08922807
30.3321838,-81.655651
26.62014255,-80.06294146
34.0026005,-85.0416133
41.8756208,-87.6243706
41.8756208,-87.6243706
39.7683795,-86.1580447
39.7683795,-86.1580447
29.9499323,-90.0701156
42.9633599,-85.6680863
36.145204,-115.1611806
40.8567662,-74.1284764
40.17396,-80.2461714
33.8360035,-79.0478143
32.7801052,-96.8000082
32.7801052,-96.8000082
32.7801052,-96.8000082
36.7956695,-76.05105148
41.6155937,-87.0741995
37.9771195,-80.40126155
33.8872355,-112.071987
39.0844687,-94.5630298
39.952335,-75.163789
33.5766205,-112.2398262
39.5531434,-79.4947668
37.8043808,-122.2708166
34.0552886,-117.7522793
26.78912185,-80.06076403
27.7708606,-82.6792661
26.20468505,-80.27106121
27.9477595,-82.458444
41.8756208,-87.6243706
39.7683795,-86.1580447
39.1078505,-94.7343196
37.0920222,-84.6041084
39.5649955,-75.64767074
40.7281575,-74.0776417
35.9940329,-78.898619
40.031183,-81.5884561
41.2493292,-77.0027671
35.1490215,-90.0516285
32.7801052,-96.8000082
32.7801052,-96.8000082
29.974286,-95.52667596
33.5778631,-101.8551665
40.7606467,-111.89109
30.3321838,-81.655651
32.343799,-86.27316602
32.7801052,-96.8000082
34.1423455,-118.2483671
37.9725528,-90.3898452
30.4507462,-91.154551
36.3311777,-89.2964595
29.9499323,-90.0701156
35.996819,-94.18753643
33.3881705,-86.89975258
36.1195143,-92.1359867
35.996819,-94.18753643
37.5482697,-121.9885719
36.226628,-121.1585674
37.8043808,-122.2708166
30.421309,-87.2169149
41.8756208,-87.6243706
41.8756208,-87.6243706
40.4167022,-86.8752869
39.3388851,-95.7224828
30.4507462,-91.154551
39.414443,-77.4105783
37.0710595,-94.46060609
40.2203907,-74.0120817
40.6548253,-73.6717969
40.6501038,-73.9495823
34.6182199,-79.0086425
39.9622601,-83.0007065
35.5690425,-97.55743137
40.6022032,-75.4716219
39.952335,-75.163789
33.8553915,-89.3114613
29.974286,-95.52667596
33.1626194,-96.9375051
33.1626194,-96.9375051
30.1791039,-95.1623323
37.7398294,-81.8776191
42.3486635,-83.0567375
34.0270245,-118.0550089
34.0536781,-118.2427025
42.3486635,-83.0567375
39.0844687,-94.5630298
33.0885545,-84.38285754
35.0737835,-85.10682141
39.952335,-75.163789
36.0726355,-79.7919754
43.0171773,-83.7236024
39.0844687,-94.5630298
47.4786541,-94.890802
37.3000449,-87.4858321
33.6601033,-86.8127702
34.7464809,-92.2895948
34.579452,-117.3364734
36.7322115,-119.6997096
33.915655,-84.58145629
37.868538,-122.5091404
37.8043808,-122.2708166
37.8043808,-122.2708166
34.1242304,-117.5655646
33.7490525,-117.8620053
39.7391536,-104.9847034
24.5801765,-81.7468702
28.5421175,-81.3790462
33.7490987,-84.3901849
33.4362245,-84.3142675
32.2960289,-81.2353905
38.5708849,-90.1901113
40.1164205,-88.2433829
41.8756208,-87.6243706
41.8756208,-87.6243706
41.6411409,-88.4472948
41.0799898,-85.1386015
39.7683795,-86.1580447
40.5583739,-85.6591442
29.9468716,-90.3231349
39.2909295,-76.6097684
39.2909295,-76.6097684
39.2909295,-76.6097684
41.8756208,-87.6243706
42.3316454,-83.0466755
42.2942045,-83.3099303
44.9160768,-93.1016074
38.6272733,-90.1978889
39.9448436,-75.1198694
35.2981943,-81.0159081
35.7212689,-77.9155395
39.1014537,-84.5124602
35.9850639,-96.76697
36.2695388,-95.8547119
40.1314667,-78.8647451
40.3478472,-79.864215
42.3486635,-83.0567375
35.1490215,-90.0516285
35.1490215,-90.0516285
36.8468146,-76.2852183
32.343799,-86.27316602
29.9682672,-95.53066001
38.3345045,-86.4641498
41.9054695,-90.5599971
38.9904607,-88.1618716
39.2014405,-85.9213796
30.1843642,-90.8592632
35.1490215,-90.0516285
33.2095614,-87.5675258
42.3486635,-83.0567375
33.361168,-112.1213022
32.199521,-110.968425
38.5815719,-121.4943996
32.7469869,-117.21177
28.741245,-81.53442927
30.3321838,-81.655651
43.0171773,-83.7236024
39.7622337,-93.8043822
38.6244952,-90.1509429
38.6272733,-90.1978889
36.145204,-115.1611806
38.6272733,-90.1978889
40.735657,-74.1723667
39.952335,-75.163789
35.0737835,-85.10682141
35.9584625,-83.9520189
29.4246002,-98.4951405
36.8468146,-76.2852183
48.527619,-121.4495729
38.4087094,-81.4817876
37.3540054,-81.2525994
29.5541432,-81.2207673
29.5541432,-81.2207673
42.3600032,-97.5967282
37.4688273,-122.1410751
33.2762256,-87.0671165
40.7062128,-73.6187397
34.0536781,-118.2427025
35.5068385,-92.0169177
42.4927641,-92.3429631
32.343799,-86.27316602
32.4709761,-85.0007653
33.55893,-112.4046827
33.361168,-112.1213022
35.53682305,-92.02029376
33.8594315,-117.5511917
36.2977283,-119.2067767
34.0536781,-118.2427025
34.9323829,-120.4537936
29.5299677,-82.5189969
28.0894599,-80.5656079
30.8327022,-83.2784851
41.8756208,-87.6243706
37.8097892,-85.126347
37.8097892,-85.126347
30.4507462,-91.154551
39.2909295,-76.6097684
42.3316454,-83.0466755
43.0171773,-83.7236024
36.1342336,-90.1598183
38.6272733,-90.1978889
41.1438296,-102.9772835
40.767323,-74.2048677
35.612661,-77.3663538
36.2404158,-80.2933838
41.0239467,-81.163433
39.1536707,-84.424941
40.4620685,-79.9239522
34.8512316,-82.3985105
35.8809084,-84.5085447
35.1490215,-90.0516285
35.1490215,-90.0516285
35.1490215,-90.0516285
37.3859982,-77.578509
36.7956695,-76.05105148
47.2648989,-117.0603557
47.2495798,-122.4398746
38.6272733,-90.1978889
35.1490215,-90.0516285
41.6021292,-87.3371372
41.6021292,-87.3371372
37.8043808,-122.2708166
33.3881705,-86.89975258
37.4688273,-122.1410751
39.8714085,-104.2701374
38.8338816,-104.8213634
38.8951148,-77.0363716
25.8553739,-80.193103
26.04042985,-80.18416508
25.7889689,-80.2264393
33.7490987,-84.3901849
33.7737582,-84.296069
41.8756208,-87.6243706
30.4507462,-91.154551
29.9499323,-90.0701156
42.9633599,-85.6680863
36.145204,-115.1611806
40.767323,-74.2048677
43.1572851,-77.6152141
41.2036599,-84.1682781
35.4707419,-97.5198806
34.8512316,-82.3985105
29.8152236,-94.9176032
29.974286,-95.52667596
33.042576,-96.96628973
41.3973335,-73.6171915
42.3486635,-83.0567375
43.0349931,-87.922497
34.3731623,-89.7319317
39.3372722,-85.483581
28.1120191,-81.63119461
33.991042,-83.71837301
34.9979453,-78.3233325
25.9420978,-80.23975396
34.18455365,-118.1735599
32.2217429,-110.926479
32.7801052,-96.8000082
34.0536781,-118.2427025
36.2428453,-92.1611652
34.141436,-117.798525
36.7322115,-119.6997096
38.300719,-121.3309434
38.300719,-121.3309434
27.7708606,-82.6792661
21.2792788,-157.8285405
41.8756208,-87.6243706
41.9005865,-87.8567277
38.6272733,-90.1978889
37.24954,-83.1932284
37.24954,-83.1932284
39.2909295,-76.6097684
39.0844687,-94.5630298
39.0844687,-94.5630298
38.7406065,-90.3253922
38.6272733,-90.1978889
40.735657,-74.1723667
40.6501038,-73.9495823
